,Hora,Tipo Dia,Energia PBA,Clima PBA,Energia GBA,Año,Mes,Trim
19057,1.0,5.0,1863.337,24.7,6562.866,2020.0,3.0,1.0
19058,2.0,5.0,1786.759,24.5,6117.551,2020.0,3.0,1.0
19059,3.0,5.0,1734.224,23.8,5777.849,2020.0,3.0,1.0
19060,4.0,5.0,1702.727,23.6,5568.799,2020.0,3.0,1.0
19061,5.0,5.0,1661.496,23.4,5426.13,2020.0,3.0,1.0
19062,6.0,5.0,1651.759,23.1,5412.605,2020.0,3.0,1.0
19063,7.0,5.0,1665.537,22.7,5570.221,2020.0,3.0,1.0
19064,8.0,5.0,1670.502,22.8,5780.69,2020.0,3.0,1.0
19065,9.0,5.0,1772.505,24.1,6243.018,2020.0,3.0,1.0
19066,10.0,5.0,1885.033,25.4,6655.591,2020.0,3.0,1.0
19067,11.0,5.0,1987.493,26.9,6976.884,2020.0,3.0,1.0
19068,12.0,5.0,2099.021,27.7,7328.746,2020.0,3.0,1.0
19069,13.0,5.0,2156.205,28.6,7492.673,2020.0,3.0,1.0
19070,14.0,5.0,2219.828,29.5,7925.562,2020.0,3.0,1.0
19071,15.0,5.0,2187.925,30.5,8133.407,2020.0,3.0,1.0
19072,16.0,5.0,2205.303,30.3,8175.217,2020.0,3.0,1.0
19073,17.0,5.0,2173.543,29.6,7970.87,2020.0,3.0,1.0
19074,18.0,5.0,2117.605,28.8,7417.892,2020.0,3.0,1.0
19075,19.0,5.0,2116.537,27.8,7345.824,2020.0,3.0,1.0
19076,20.0,5.0,2122.889,26.6,7490.53,2020.0,3.0,1.0
19077,21.0,5.0,2219.648,25.7,7874.359,2020.0,3.0,1.0
19078,22.0,5.0,2173.223,25.0,7797.863,2020.0,3.0,1.0
19079,23.0,5.0,2070.058,24.8,7445.421,2020.0,3.0,1.0
19080,0.0,6.0,1935.27,24.6,7025.796,2020.0,3.0,1.0
19081,1.0,6.0,1819.44,24.2,6600.151,2020.0,3.0,1.0
19082,2.0,6.0,1721.079,23.2,6001.037,2020.0,3.0,1.0
19083,3.0,6.0,1712.304,22.4,5676.812,2020.0,3.0,1.0
19084,4.0,6.0,1693.604,22.2,5449.033,2020.0,3.0,1.0
19085,5.0,6.0,1624.459,22.8,5316.173,2020.0,3.0,1.0
19086,6.0,6.0,1601.54,22.8,5304.207,2020.0,3.0,1.0
19087,7.0,6.0,1640.497,22.9,5498.348,2020.0,3.0,1.0
19088,8.0,6.0,1678.009,22.9,5693.734,2020.0,3.0,1.0
19089,9.0,6.0,1757.523,23.8,6105.584,2020.0,3.0,1.0
19090,10.0,6.0,1872.159,24.2,6452.288,2020.0,3.0,1.0
19091,11.0,6.0,1956.785,25.4,6712.858,2020.0,3.0,1.0
19092,12.0,6.0,2078.674,26.0,6931.804,2020.0,3.0,1.0
19093,13.0,6.0,2136.372,28.5,7142.583,2020.0,3.0,1.0
19094,14.0,6.0,2199.605,29.1,7424.934,2020.0,3.0,1.0
19095,15.0,6.0,2214.406,27.6,7533.543,2020.0,3.0,1.0
19096,16.0,6.0,2179.32,29.2,7525.93,2020.0,3.0,1.0
19097,17.0,6.0,2180.617,29.4,7403.701,2020.0,3.0,1.0
19098,18.0,6.0,2100.171,28.0,7235.399,2020.0,3.0,1.0
19099,19.0,6.0,2043.755,27.2,6989.07,2020.0,3.0,1.0
19100,20.0,6.0,2080.126,25.8,7103.498,2020.0,3.0,1.0
19101,21.0,6.0,2176.328,25.2,7398.126,2020.0,3.0,1.0
19102,22.0,6.0,2106.56,24.7,7258.638,2020.0,3.0,1.0
19103,23.0,6.0,1995.578,24.6,6886.978,2020.0,3.0,1.0
19104,0.0,7.0,1928.583,24.2,6561.75,2020.0,3.0,1.0
19105,1.0,7.0,1851.139,24.2,6088.828,2020.0,3.0,1.0
19106,2.0,7.0,1757.816,24.3,5733.603,2020.0,3.0,1.0
19107,3.0,7.0,1696.652,24.2,5427.994,2020.0,3.0,1.0
19108,4.0,7.0,1650.581,23.3,5220.509,2020.0,3.0,1.0
19109,5.0,7.0,1628.347,23.0,4983.711,2020.0,3.0,1.0
19110,6.0,7.0,1631.907,22.7,4881.863,2020.0,3.0,1.0
19111,7.0,7.0,1614.583,22.4,4801.397,2020.0,3.0,1.0
19112,8.0,7.0,1536.68,22.6,4736.096,2020.0,3.0,1.0
19113,9.0,7.0,1614.33,24.0,5043.879,2020.0,3.0,1.0
19114,10.0,7.0,1722.127,25.4,5433.132,2020.0,3.0,1.0
19115,11.0,7.0,1791.932,26.3,5754.683,2020.0,3.0,1.0
19116,12.0,7.0,1858.121,27.9,6020.237,2020.0,3.0,1.0
19117,13.0,7.0,1940.816,28.9,6370.294,2020.0,3.0,1.0
19118,14.0,7.0,1968.178,29.9,6652.951,2020.0,3.0,1.0
19119,15.0,7.0,1929.803,31.2,6849.82,2020.0,3.0,1.0
19120,16.0,7.0,1902.229,32.1,6962.107,2020.0,3.0,1.0
19121,17.0,7.0,1887.707,31.4,6978.364,2020.0,3.0,1.0
19122,18.0,7.0,1912.448,31.4,6909.044,2020.0,3.0,1.0
19123,19.0,7.0,1884.647,29.7,6771.276,2020.0,3.0,1.0
19124,20.0,7.0,1988.634,27.8,6987.811,2020.0,3.0,1.0
19125,21.0,7.0,2103.447,27.0,7371.141,2020.0,3.0,1.0
19126,22.0,7.0,2025.176,26.7,7293.044,2020.0,3.0,1.0
19127,23.0,7.0,1932.516,26.3,6975.742,2020.0,3.0,1.0
19128,0.0,1.0,1848.942,26.1,6698.124,2020.0,3.0,1.0
19129,1.0,1.0,1784.435,25.9,6341.226,2020.0,3.0,1.0
19130,2.0,1.0,1691.894,26.3,5943.834,2020.0,3.0,1.0
19131,3.0,1.0,1627.019,26.3,5600.596,2020.0,3.0,1.0
19132,4.0,1.0,1556.185,26.0,5335.008,2020.0,3.0,1.0
19133,5.0,1.0,1532.095,24.8,5150.598,2020.0,3.0,1.0
19134,6.0,1.0,1552.079,24.4,4993.146,2020.0,3.0,1.0
19135,7.0,1.0,1495.523,24.0,4820.066,2020.0,3.0,1.0
19136,8.0,1.0,1380.578,24.2,4581.773,2020.0,3.0,1.0
19137,9.0,1.0,1398.444,25.2,4709.3,2020.0,3.0,1.0
19138,10.0,1.0,1457.097,28.4,4984.631,2020.0,3.0,1.0
19139,11.0,1.0,1524.099,28.9,5287.141,2020.0,3.0,1.0
19140,12.0,1.0,1588.494,31.9,5683.462,2020.0,3.0,1.0
19141,13.0,1.0,1649.225,32.0,6060.445,2020.0,3.0,1.0
19142,14.0,1.0,1701.649,33.4,6350.505,2020.0,3.0,1.0
19143,15.0,1.0,1696.498,32.1,6402.689,2020.0,3.0,1.0
19144,16.0,1.0,1696.839,31.5,6445.393,2020.0,3.0,1.0
19145,17.0,1.0,1678.36,30.3,6343.924,2020.0,3.0,1.0
19146,18.0,1.0,1684.889,27.5,6169.268,2020.0,3.0,1.0
19147,19.0,1.0,1680.861,27.2,6204.087,2020.0,3.0,1.0
19148,20.0,1.0,1740.906,27.1,6646.416,2020.0,3.0,1.0
19149,21.0,1.0,1889.921,27.1,7069.432,2020.0,3.0,1.0
19150,22.0,1.0,1884.663,26.5,7089.842,2020.0,3.0,1.0
19151,23.0,1.0,1822.103,26.3,6874.461,2020.0,3.0,1.0
19152,0.0,2.0,1749.182,26.0,6469.65,2020.0,3.0,1.0
19153,1.0,2.0,1652.072,25.1,6098.162,2020.0,3.0,1.0
19154,2.0,2.0,1572.99,24.6,5598.635,2020.0,3.0,1.0
19155,3.0,2.0,1529.277,24.9,5265.681,2020.0,3.0,1.0
19156,4.0,2.0,1505.45,24.2,5077.115,2020.0,3.0,1.0
19157,5.0,2.0,1492.275,23.2,4965.012,2020.0,3.0,1.0
19158,6.0,2.0,1528.675,22.4,5008.869,2020.0,3.0,1.0
19159,7.0,2.0,1546.913,22.0,5256.755,2020.0,3.0,1.0
19160,8.0,2.0,1563.87,21.2,5401.771,2020.0,3.0,1.0
19161,9.0,2.0,1638.293,22.6,5837.014,2020.0,3.0,1.0
19162,10.0,2.0,1732.358,24.2,6237.632,2020.0,3.0,1.0
19163,11.0,2.0,1767.587,25.1,6488.506,2020.0,3.0,1.0
19164,12.0,2.0,1796.701,26.6,6658.727,2020.0,3.0,1.0
19165,13.0,2.0,1841.99,27.8,6865.829,2020.0,3.0,1.0
19166,14.0,2.0,1866.361,28.0,7175.53,2020.0,3.0,1.0
19167,15.0,2.0,1831.442,27.2,7261.874,2020.0,3.0,1.0
19168,16.0,2.0,1854.487,25.9,7197.494,2020.0,3.0,1.0
19169,17.0,2.0,1814.294,24.9,7024.058,2020.0,3.0,1.0
19170,18.0,2.0,1825.089,23.9,6540.177,2020.0,3.0,1.0
19171,19.0,2.0,1777.49,23.4,6298.635,2020.0,3.0,1.0
19172,20.0,2.0,1880.671,20.5,6510.229,2020.0,3.0,1.0
19173,21.0,2.0,1940.548,20.8,6655.748,2020.0,3.0,1.0
19174,22.0,2.0,1888.609,20.5,6502.332,2020.0,3.0,1.0
19175,23.0,2.0,1829.903,19.4,5910.358,2020.0,3.0,1.0
19176,0.0,3.0,1718.664,20.0,5401.144,2020.0,3.0,1.0
19177,1.0,3.0,1610.147,20.7,4953.945,2020.0,3.0,1.0
19178,2.0,3.0,1537.493,20.4,4634.402,2020.0,3.0,1.0
19179,3.0,3.0,1454.221,20.7,4454.457,2020.0,3.0,1.0
19180,4.0,3.0,1451.585,20.8,4389.744,2020.0,3.0,1.0
19181,5.0,3.0,1485.886,20.8,4305.403,2020.0,3.0,1.0
19182,6.0,3.0,1524.414,20.7,4440.382,2020.0,3.0,1.0
19183,7.0,3.0,1551.324,19.8,4780.399,2020.0,3.0,1.0
19184,8.0,3.0,1549.5,20.0,5007.989,2020.0,3.0,1.0
19185,9.0,3.0,1609.945,21.4,5394.81,2020.0,3.0,1.0
19186,10.0,3.0,1690.845,21.8,5718.98,2020.0,3.0,1.0
19187,11.0,3.0,1709.58,23.0,5906.162,2020.0,3.0,1.0
19188,12.0,3.0,1742.279,23.7,6114.471,2020.0,3.0,1.0
19189,13.0,3.0,1756.795,25.2,6191.867,2020.0,3.0,1.0
19190,14.0,3.0,1779.722,25.0,6187.856,2020.0,3.0,1.0
19191,15.0,3.0,1776.014,25.4,6238.862,2020.0,3.0,1.0
19192,16.0,3.0,1799.679,25.1,6246.974,2020.0,3.0,1.0
19193,17.0,3.0,1787.112,24.7,6167.784,2020.0,3.0,1.0
19194,18.0,3.0,1797.465,23.8,6033.26,2020.0,3.0,1.0
19195,19.0,3.0,1796.393,22.9,5849.073,2020.0,3.0,1.0
19196,20.0,3.0,1905.617,22.6,6112.994,2020.0,3.0,1.0
19197,21.0,3.0,2005.118,22.8,6464.244,2020.0,3.0,1.0
19198,22.0,3.0,1972.588,22.8,6366.918,2020.0,3.0,1.0
19199,23.0,3.0,1846.681,22.9,5930.014,2020.0,3.0,1.0
19200,0.0,4.0,1761.913,23.0,5488.865,2020.0,3.0,1.0
19201,1.0,4.0,1658.01,23.0,5056.901,2020.0,3.0,1.0
19202,2.0,4.0,1586.009,22.3,4681.955,2020.0,3.0,1.0
19203,3.0,4.0,1525.434,22.2,4481.087,2020.0,3.0,1.0
19204,4.0,4.0,1519.801,21.8,4400.109,2020.0,3.0,1.0
19205,5.0,4.0,1510.295,21.6,4356.914,2020.0,3.0,1.0
19206,6.0,4.0,1509.629,21.6,4434.522,2020.0,3.0,1.0
19207,7.0,4.0,1566.655,20.7,4888.54,2020.0,3.0,1.0
19208,8.0,4.0,1581.848,20.6,5181.051,2020.0,3.0,1.0
19209,9.0,4.0,1641.963,20.8,5506.4,2020.0,3.0,1.0
19210,10.0,4.0,1681.948,20.4,5782.873,2020.0,3.0,1.0
19211,11.0,4.0,1706.328,20.5,5933.037,2020.0,3.0,1.0
19212,12.0,4.0,1724.495,20.8,6034.285,2020.0,3.0,1.0
19213,13.0,4.0,1719.88,20.9,5997.894,2020.0,3.0,1.0
19214,14.0,4.0,1725.681,21.0,5955.83,2020.0,3.0,1.0
19215,15.0,4.0,1662.512,20.9,5824.542,2020.0,3.0,1.0
19216,16.0,4.0,1686.647,21.0,5698.135,2020.0,3.0,1.0
19217,17.0,4.0,1705.09,20.9,5650.17,2020.0,3.0,1.0
19218,18.0,4.0,1729.46,20.9,5648.665,2020.0,3.0,1.0
19219,19.0,4.0,1739.68,21.0,5753.223,2020.0,3.0,1.0
19220,20.0,4.0,1840.68,21.3,5991.12,2020.0,3.0,1.0
19221,21.0,4.0,1929.199,22.0,6128.518,2020.0,3.0,1.0
19222,22.0,4.0,1903.63,21.7,5939.197,2020.0,3.0,1.0
19223,23.0,4.0,1798.134,21.0,5516.11,2020.0,3.0,1.0
19224,0.0,5.0,1722.394,20.8,5053.626,2020.0,3.0,1.0
19225,1.0,5.0,1646.029,20.5,4624.205,2020.0,3.0,1.0
19226,2.0,5.0,1546.102,20.2,4323.131,2020.0,3.0,1.0
19227,3.0,5.0,1516.032,19.8,4177.13,2020.0,3.0,1.0
19228,4.0,5.0,1506.832,19.4,4099.722,2020.0,3.0,1.0
19229,5.0,5.0,1511.807,19.1,4096.0,2020.0,3.0,1.0
19230,6.0,5.0,1525.691,19.3,4157.124,2020.0,3.0,1.0
19231,7.0,5.0,1560.646,19.7,4654.114,2020.0,3.0,1.0
19232,8.0,5.0,1566.286,20.0,4915.655,2020.0,3.0,1.0
19233,9.0,5.0,1640.092,21.5,5316.145,2020.0,3.0,1.0
19234,10.0,5.0,1724.123,23.2,5684.669,2020.0,3.0,1.0
19235,11.0,5.0,1763.838,25.0,5998.355,2020.0,3.0,1.0
19236,12.0,5.0,1816.777,24.7,6176.623,2020.0,3.0,1.0
19237,13.0,5.0,1838.355,26.8,6292.411,2020.0,3.0,1.0
19238,14.0,5.0,1867.611,28.1,6434.478,2020.0,3.0,1.0
19239,15.0,5.0,1855.361,28.2,6566.038,2020.0,3.0,1.0
19240,16.0,5.0,1861.282,28.0,6644.741,2020.0,3.0,1.0
19241,17.0,5.0,1886.521,27.5,6619.119,2020.0,3.0,1.0
19242,18.0,5.0,1866.323,26.7,6497.362,2020.0,3.0,1.0
19243,19.0,5.0,1870.6,25.4,6310.439,2020.0,3.0,1.0
19244,20.0,5.0,1976.911,23.8,6522.151,2020.0,3.0,1.0
19245,21.0,5.0,2074.361,22.2,6795.057,2020.0,3.0,1.0
19246,22.0,5.0,2034.737,21.4,6616.008,2020.0,3.0,1.0
19247,23.0,5.0,1926.235,23.5,6186.108,2020.0,3.0,1.0
19248,0.0,6.0,1826.526,22.8,5600.003,2020.0,3.0,1.0
19249,1.0,6.0,1682.351,21.3,5080.604,2020.0,3.0,1.0
19250,2.0,6.0,1606.23,22.5,4701.711,2020.0,3.0,1.0
19251,3.0,6.0,1588.265,22.3,4483.543,2020.0,3.0,1.0
19252,4.0,6.0,1561.429,22.4,4386.486,2020.0,3.0,1.0
19253,5.0,6.0,1580.785,22.2,4369.1,2020.0,3.0,1.0
19254,6.0,6.0,1576.153,22.4,4508.211,2020.0,3.0,1.0
19255,7.0,6.0,1653.933,22.4,4869.55,2020.0,3.0,1.0
19256,8.0,6.0,1665.313,22.7,5159.632,2020.0,3.0,1.0
19257,9.0,6.0,1706.619,24.2,5642.029,2020.0,3.0,1.0
19258,10.0,6.0,1777.265,25.4,6125.547,2020.0,3.0,1.0
19259,11.0,6.0,1848.974,26.5,6506.135,2020.0,3.0,1.0
19260,12.0,6.0,1942.717,28.0,6768.987,2020.0,3.0,1.0
19261,13.0,6.0,2042.762,28.8,6997.32,2020.0,3.0,1.0
19262,14.0,6.0,2095.846,30.2,7501.771,2020.0,3.0,1.0
19263,15.0,6.0,2122.475,31.4,7727.998,2020.0,3.0,1.0
19264,16.0,6.0,2150.879,31.4,7831.984,2020.0,3.0,1.0
19265,17.0,6.0,2164.635,31.4,7817.468,2020.0,3.0,1.0
19266,18.0,6.0,2174.148,29.8,7640.406,2020.0,3.0,1.0
19267,19.0,6.0,2091.922,28.0,7314.272,2020.0,3.0,1.0
19268,20.0,6.0,2192.869,27.0,7508.784,2020.0,3.0,1.0
19269,21.0,6.0,2301.966,26.5,7726.891,2020.0,3.0,1.0
19270,22.0,6.0,2235.738,26.2,7570.391,2020.0,3.0,1.0
19271,23.0,6.0,2106.144,26.4,7247.749,2020.0,3.0,1.0
19272,0.0,7.0,1999.314,27.6,6920.748,2020.0,3.0,1.0
19273,1.0,7.0,1914.873,27.5,6323.095,2020.0,3.0,1.0
19274,2.0,7.0,1780.989,27.2,5979.693,2020.0,3.0,1.0
19275,3.0,7.0,1719.592,26.8,5684.593,2020.0,3.0,1.0
19276,4.0,7.0,1687.382,26.6,5463.708,2020.0,3.0,1.0
19277,5.0,7.0,1643.944,26.5,5316.046,2020.0,3.0,1.0
19278,6.0,7.0,1603.213,26.2,5191.857,2020.0,3.0,1.0
19279,7.0,7.0,1558.03,25.4,5159.935,2020.0,3.0,1.0
19280,8.0,7.0,1550.785,23.0,4987.209,2020.0,3.0,1.0
19281,9.0,7.0,1574.238,21.6,5089.689,2020.0,3.0,1.0
19282,10.0,7.0,1631.363,20.1,5146.616,2020.0,3.0,1.0
19283,11.0,7.0,1684.771,20.0,5166.882,2020.0,3.0,1.0
19284,12.0,7.0,1664.662,20.5,5223.507,2020.0,3.0,1.0
19285,13.0,7.0,1596.031,21.5,5242.903,2020.0,3.0,1.0
19286,14.0,7.0,1582.859,21.9,5196.486,2020.0,3.0,1.0
19287,15.0,7.0,1558.865,22.4,5080.869,2020.0,3.0,1.0
19288,16.0,7.0,1559.142,22.4,4995.161,2020.0,3.0,1.0
19289,17.0,7.0,1583.504,22.2,4957.971,2020.0,3.0,1.0
19290,18.0,7.0,1606.876,21.5,4992.401,2020.0,3.0,1.0
19291,19.0,7.0,1610.089,21.0,5061.383,2020.0,3.0,1.0
19292,20.0,7.0,1716.783,20.5,5459.619,2020.0,3.0,1.0
19293,21.0,7.0,1793.206,20.2,5563.641,2020.0,3.0,1.0
19294,22.0,7.0,1723.561,20.0,5392.418,2020.0,3.0,1.0
19295,23.0,7.0,1655.314,19.4,5060.022,2020.0,3.0,1.0
19296,0.0,1.0,1610.915,19.2,4702.168,2020.0,3.0,1.0
19297,1.0,1.0,1565.246,18.3,4364.557,2020.0,3.0,1.0
19298,2.0,1.0,1492.55,17.9,4084.581,2020.0,3.0,1.0
19299,3.0,1.0,1457.924,18.4,3871.363,2020.0,3.0,1.0
19300,4.0,1.0,1415.925,18.2,3735.929,2020.0,3.0,1.0
19301,5.0,1.0,1414.517,18.0,3681.085,2020.0,3.0,1.0
19302,6.0,1.0,1395.768,17.9,3621.93,2020.0,3.0,1.0
19303,7.0,1.0,1302.629,17.3,3558.196,2020.0,3.0,1.0
19304,8.0,1.0,1207.09,17.2,3382.672,2020.0,3.0,1.0
19305,9.0,1.0,1222.545,17.3,3526.04,2020.0,3.0,1.0
19306,10.0,1.0,1283.828,18.0,3769.612,2020.0,3.0,1.0
19307,11.0,1.0,1320.991,19.1,3983.366,2020.0,3.0,1.0
19308,12.0,1.0,1376.947,20.9,4231.319,2020.0,3.0,1.0
19309,13.0,1.0,1404.081,21.6,4417.366,2020.0,3.0,1.0
19310,14.0,1.0,1407.146,22.6,4515.738,2020.0,3.0,1.0
19311,15.0,1.0,1394.778,23.7,4424.766,2020.0,3.0,1.0
19312,16.0,1.0,1411.116,23.6,4344.524,2020.0,3.0,1.0
19313,17.0,1.0,1408.529,23.6,4337.1,2020.0,3.0,1.0
19314,18.0,1.0,1423.246,22.2,4370.614,2020.0,3.0,1.0
19315,19.0,1.0,1437.859,21.2,4457.302,2020.0,3.0,1.0
19316,20.0,1.0,1582.557,20.6,4918.955,2020.0,3.0,1.0
19317,21.0,1.0,1688.675,20.2,5221.646,2020.0,3.0,1.0
19318,22.0,1.0,1675.374,20.0,5215.482,2020.0,3.0,1.0
19319,23.0,1.0,1608.405,19.5,4953.859,2020.0,3.0,1.0
19320,0.0,2.0,1540.128,18.7,4578.205,2020.0,3.0,1.0
19321,1.0,2.0,1483.014,18.3,4259.136,2020.0,3.0,1.0
19322,2.0,2.0,1430.142,17.6,3871.142,2020.0,3.0,1.0
19323,3.0,2.0,1399.983,17.1,3688.773,2020.0,3.0,1.0
19324,4.0,2.0,1376.456,16.6,3611.056,2020.0,3.0,1.0
19325,5.0,2.0,1395.574,16.0,3618.235,2020.0,3.0,1.0
19326,6.0,2.0,1402.883,15.5,3760.158,2020.0,3.0,1.0
19327,7.0,2.0,1435.346,15.2,4068.942,2020.0,3.0,1.0
19328,8.0,2.0,1459.918,15.9,4311.092,2020.0,3.0,1.0
19329,9.0,2.0,1523.42,19.0,4786.049,2020.0,3.0,1.0
19330,10.0,2.0,1636.363,20.6,5134.574,2020.0,3.0,1.0
19331,11.0,2.0,1688.81,21.1,5340.607,2020.0,3.0,1.0
19332,12.0,2.0,1730.823,21.8,5472.984,2020.0,3.0,1.0
19333,13.0,2.0,1767.404,22.8,5582.749,2020.0,3.0,1.0
19334,14.0,2.0,1752.245,22.7,5630.691,2020.0,3.0,1.0
19335,15.0,2.0,1741.008,22.8,5576.417,2020.0,3.0,1.0
19336,16.0,2.0,1680.858,23.1,5495.894,2020.0,3.0,1.0
19337,17.0,2.0,1682.716,23.0,5408.001,2020.0,3.0,1.0
19338,18.0,2.0,1691.622,22.2,5337.868,2020.0,3.0,1.0
19339,19.0,2.0,1720.41,21.1,5291.103,2020.0,3.0,1.0
19340,20.0,2.0,1891.611,20.2,5713.294,2020.0,3.0,1.0
19341,21.0,2.0,1958.582,20.4,5961.409,2020.0,3.0,1.0
19342,22.0,2.0,1909.953,20.4,5763.52,2020.0,3.0,1.0
19343,23.0,2.0,1818.986,20.3,5347.349,2020.0,3.0,1.0
19344,0.0,3.0,1742.864,20.5,4897.051,2020.0,3.0,1.0
19345,1.0,3.0,1655.982,20.4,4513.232,2020.0,3.0,1.0
19346,2.0,3.0,1570.697,20.2,4237.28,2020.0,3.0,1.0
19347,3.0,3.0,1498.751,20.1,3989.018,2020.0,3.0,1.0
19348,4.0,3.0,1515.17,19.2,3915.496,2020.0,3.0,1.0
19349,5.0,3.0,1489.633,20.1,3907.506,2020.0,3.0,1.0
19350,6.0,3.0,1532.492,20.2,4011.21,2020.0,3.0,1.0
19351,7.0,3.0,1547.466,20.2,4268.137,2020.0,3.0,1.0
19352,8.0,3.0,1564.363,21.0,4480.62,2020.0,3.0,1.0
19353,9.0,3.0,1620.059,20.7,4883.568,2020.0,3.0,1.0
19354,10.0,3.0,1693.916,22.2,5266.606,2020.0,3.0,1.0
19355,11.0,3.0,1727.57,20.5,5466.257,2020.0,3.0,1.0
19356,12.0,3.0,1743.941,21.3,5588.726,2020.0,3.0,1.0
19357,13.0,3.0,1760.269,22.4,5709.523,2020.0,3.0,1.0
19358,14.0,3.0,1742.976,22.8,5757.258,2020.0,3.0,1.0
19359,15.0,3.0,1691.812,22.0,5660.016,2020.0,3.0,1.0
19360,16.0,3.0,1713.187,21.8,5520.682,2020.0,3.0,1.0
19361,17.0,3.0,1735.21,21.6,5438.104,2020.0,3.0,1.0
19362,18.0,3.0,1747.759,18.0,5361.718,2020.0,3.0,1.0
19363,19.0,3.0,1754.812,17.4,5312.861,2020.0,3.0,1.0
19364,20.0,3.0,1888.019,17.7,5703.865,2020.0,3.0,1.0
19365,21.0,3.0,1947.328,18.0,5855.755,2020.0,3.0,1.0
19366,22.0,3.0,1956.447,17.7,5659.623,2020.0,3.0,1.0
19367,23.0,3.0,1859.901,19.9,5257.337,2020.0,3.0,1.0
19368,0.0,4.0,1749.279,20.4,4847.594,2020.0,3.0,1.0
19369,1.0,4.0,1606.725,20.1,4399.809,2020.0,3.0,1.0
19370,2.0,4.0,1608.491,19.9,4119.117,2020.0,3.0,1.0
19371,3.0,4.0,1556.829,18.7,3943.053,2020.0,3.0,1.0
19372,4.0,4.0,1510.247,19.0,3833.479,2020.0,3.0,1.0
19373,5.0,4.0,1484.286,19.3,3819.093,2020.0,3.0,1.0
19374,6.0,4.0,1496.561,19.1,3878.373,2020.0,3.0,1.0
19375,7.0,4.0,1560.931,19.2,4223.8,2020.0,3.0,1.0
19376,8.0,4.0,1570.358,18.7,4419.051,2020.0,3.0,1.0
19377,9.0,4.0,1661.586,18.6,4789.313,2020.0,3.0,1.0
19378,10.0,4.0,1706.094,19.2,5123.954,2020.0,3.0,1.0
19379,11.0,4.0,1769.915,20.0,5351.447,2020.0,3.0,1.0
19380,12.0,4.0,1793.095,21.2,5513.511,2020.0,3.0,1.0
19381,13.0,4.0,1787.308,23.4,5644.689,2020.0,3.0,1.0
19382,14.0,4.0,1769.143,23.5,5715.037,2020.0,3.0,1.0
19383,15.0,4.0,1727.669,23.3,5608.596,2020.0,3.0,1.0
19384,16.0,4.0,1741.76,24.4,5485.204,2020.0,3.0,1.0
19385,17.0,4.0,1744.713,24.6,5446.6,2020.0,3.0,1.0
19386,18.0,4.0,1749.215,23.8,5416.838,2020.0,3.0,1.0
19387,19.0,4.0,1734.203,22.9,5363.198,2020.0,3.0,1.0
19388,20.0,4.0,1880.21,21.6,5797.315,2020.0,3.0,1.0
19389,21.0,4.0,1921.896,20.6,6056.61,2020.0,3.0,1.0
19390,22.0,4.0,1896.796,19.9,5923.306,2020.0,3.0,1.0
19391,23.0,4.0,1779.97,19.4,5423.342,2020.0,3.0,1.0
19392,0.0,5.0,1684.066,18.9,4940.205,2020.0,3.0,1.0
19393,1.0,5.0,1613.899,18.5,4517.699,2020.0,3.0,1.0
19394,2.0,5.0,1522.462,18.5,4210.443,2020.0,3.0,1.0
19395,3.0,5.0,1480.943,17.9,3980.255,2020.0,3.0,1.0
19396,4.0,5.0,1488.851,17.6,3881.753,2020.0,3.0,1.0
19397,5.0,5.0,1460.92,17.4,3856.682,2020.0,3.0,1.0
19398,6.0,5.0,1489.935,17.0,3915.702,2020.0,3.0,1.0
19399,7.0,5.0,1518.649,16.6,4149.79,2020.0,3.0,1.0
19400,8.0,5.0,1485.926,16.4,4298.679,2020.0,3.0,1.0
19401,9.0,5.0,1553.45,16.8,4661.035,2020.0,3.0,1.0
19402,10.0,5.0,1612.023,18.6,4958.0,2020.0,3.0,1.0
19403,11.0,5.0,1635.196,21.6,5218.927,2020.0,3.0,1.0
19404,12.0,5.0,1681.184,22.8,5354.311,2020.0,3.0,1.0
19405,13.0,5.0,1676.13,23.7,5469.041,2020.0,3.0,1.0
19406,14.0,5.0,1609.533,24.2,5518.309,2020.0,3.0,1.0
19407,15.0,5.0,1643.182,25.2,5451.494,2020.0,3.0,1.0
19408,16.0,5.0,1615.152,25.7,5333.877,2020.0,3.0,1.0
19409,17.0,5.0,1632.582,23.8,5262.552,2020.0,3.0,1.0
19410,18.0,5.0,1612.063,23.5,5210.809,2020.0,3.0,1.0
19411,19.0,5.0,1614.95,22.6,5193.264,2020.0,3.0,1.0
19412,20.0,5.0,1736.908,21.5,5571.003,2020.0,3.0,1.0
19413,21.0,5.0,1835.236,20.5,5807.194,2020.0,3.0,1.0
19414,22.0,5.0,1815.141,19.4,5593.977,2020.0,3.0,1.0
19415,23.0,5.0,1734.487,18.4,5161.428,2020.0,3.0,1.0
19416,0.0,6.0,1633.157,18.0,4668.495,2020.0,3.0,1.0
19417,1.0,6.0,1470.004,17.6,4252.996,2020.0,3.0,1.0
19418,2.0,6.0,1403.147,17.1,3892.756,2020.0,3.0,1.0
19419,3.0,6.0,1337.827,16.7,3668.489,2020.0,3.0,1.0
19420,4.0,6.0,1274.859,16.4,3550.937,2020.0,3.0,1.0
19421,5.0,6.0,1261.184,16.2,3483.475,2020.0,3.0,1.0
19422,6.0,6.0,1253.789,16.5,3488.991,2020.0,3.0,1.0
19423,7.0,6.0,1249.206,16.6,3516.281,2020.0,3.0,1.0
